placa;fecha;filtro_aceite;filtro_aire;filtro_diesel;engrase;este_cambio;proximo_cambio;observaciones
P631KLX;4/06/2024;SI;NO;NO;NO;143,405;146,405;
P605KJD;4/06/2024;SI;NO;NO;NO;123,279;126,279;
P825GGP;4/06/2024;SI;NO;NO;NO;112,091;114,091;
P975FSS;5/06/2024;SI;SI;NO;NO;159,634;161,634;CAMBIO DE REFRIGERANTE
P569JGZ;5/06/2024;X;X;X;X;157,294;187,294;C/A CAJA, TRANSFER Y CATARINAS
P547KVB;5/06/2024;SI;NO;NO;NO;90,290;93,290;
P055JBK;5/06/2024;SI;NO;NO;NO;160,686;163,686;
P833JTX;5/06/2024;SI;NO;NO;NO;25,909;30,909;
P234JGZ;5/06/2024;SI;NO;NO;NO;114,866;117,866;C/F CABINA
P785DVF;5/06/2024;SI;SI;NO;SI;128,007;133,007;
P852JNL;5/06/2024;X;X;X;X;X;X;INSTALACION DE FAJA
P975FSS;6/06/2024;X;X;X;X;X;X;C/ BOMBA CENTRAL FRENO
P998JYS;6/06/2024;SI;SI;NO;NO;119,410;122,410;C/A CAJA AUTOMATICA
P146GJL;6/06/2024;X;X;X;X;X;X;C/4 GUARDAPOLVOS DE FLECHA
P417GFQ;6/06/2024;X;X;X;X;X;X;C/EMP. TAPA VALVULA Y REP FALLO MOTOR
P947GQL;6/06/2024;X;X;X;X;X;X;C/A CAJA Y OTROS VER ORDEN 9833
P738JCX;7/06/2024;SI;NO;NO T/A SI;NO;72,923;75,923;
P297JBK;7/06/2024;SI;SI;NO;NO;170,443;175,443;
P494GNJ;7/06/2024;SI;NO;NO;NO;222,001;225,000;C/F CABINA
P643KTD;7/06/2024;SI;SI;NO;NO;141,879;144,879;LAVADO DE MOTOR
P250KVT;7/06/2024;SI;SI;NO;NO;127,242;130,242;
P750JKN;7/06/2024;SI;NO;NO;NO;55,031;60,031;
P002HXY;7/06/2024;SI;NO;SI;SI;68,763;73,763;
P069JQR;7/06/2024;SI;NO;NO;NO;18,612;23,612;
P590KDW;7/06/2024;SI;NO;NO;NO;14,978;20,000;
P932KZW;7/06/2024;SI;SI;NO;NO;141,448;146,448;C/F CABINA
P148FKR;6/06/2024;SI;SI;SI;SI;113,517;118,517;SE HIZO FLUSHING
P234GGZ;7/06/2024;X;X;X;X;X;X;MEC VARIA ORDEN 9903
P375FJJ;7/06/2024;X;X;X;X;X;X;C/CABLES Y CANDELAS
P641JJD;8/06/2024;SI;NO;NO;NO;216,358;219,350;C/F CABINA
P649GWS;8/06/2024;SI;NO;NO;NO;112,607;115,607;
P186JJF;8/06/2024;SI;NO;NO;NO;51,647;54,647;
P468JBQ;8/06/2024;SI;NO;NO;NO;286,026;291,026;MANT FRENOS TRASEROS
P023GXQ;8/06/2024;SI;SI;NO;NO;107,337;112,337;C/2 BOMB AUX FRENO, FRENOS DEL Y TRAS
P810KCZ;10/06/2024;SI;SI;NO;NO;195,294;198,294;
P001FZS;10/06/2024;X;X;X;X;X;X;RECT 2 DISCOS DELANTEROS
P505KLX;10/06/2024;SI;SI;SI;SI;102,708;107,708;
P449FQT;10/06/2024;SI;NO;NO;NO;S/F;S/F;
P843JTW;10/06/2024;SI;NO;NO;NO;140,632;143,632;
P810DZV;10/06/2024;SI;SI;SI;SI;109,487;114,487;
P566JCJ;11/06/2024;SI;SI;NO;SI;119,375;124,375;C/F CABINA
P769GLN;11/06/2024;SI;SI;SI;SI;155,726;160,726;C/F CABINA
P810DZV;11/06/2024;X;X;X;X;X;X;C/EMP TAPA VALVULAS
P797FHV;11/06/2024;SI;SI;NO;NO;174,820;179,820;LAVADO DE MOTOR
C109BYF;12/06/2024;SI;NO;NO;SI;6,665;11,665;
P574FLR;12/06/2024;X;X;X;X;X;X;MANTENIMIENTO FRENOS
P831JCX;12/06/2024;X;X;X;X;X;X;C/TENSOR Y FAJA
P056DPG;12/06/2024;SI;SI;NO;SI;150,996;153,996;
P728DTH;12/06/2024;SI;SI;NO;NO;311,372;316,372;
P282JBK;12/06/2024;SI;NO;NO;NO;146,702;149,702;
P358FNP;12/06/2024;SI;SI;NO;SI;339,442;344,442;C/SOPORTE TRANSMISION
P510KBF;12/06/2024;SI;SI;NO;NO;138,708;143,708;C/F CABINA
P346GTP;12/06/2024;SI;SI;NO;NO;201,434;204,434;C/F CABINA
P819KWM;11/06/2024;SI;SI;NO;NO;85,517;88,517;C/A CAJA AUTO PS 105,517 C/F CABINA
P013FSB;12/06/2024;SI;SI;NO;NO;83,063;86,063;REPARACION DE FALLO
C432BWH;13/04/2024;SI;NO;NO;NO;42,838;47,838;
P166CXF;13/06/2024;SI;NO;NO;NO;S/F;S/F;
P897JRM;13/06/2024;SI;SI;SI;SI;31,265;36,265;C/F CABINA Y LAVADO DE MOTOR
P164KCC;14/06/2024;SI;NO;NO;NO;44,368;49,368;
P685KDX;14/06/2024;SI;SI;NO;SI;16,547;21,547;C/F CABINA
P198JPK;14/06/2024;SI;NO;NO;NO;88,473;93,473;
P657BLT;14/06/2024;SI;SI;SI;SI;266,655;271,655;
P803JBJ;14/06/2024;X;X;X;X;X;X;C/CREMALLERA DIREC Y EMP TAPA VALVULAS
P468KJR;14/06/2024;SI;NO;NO;NO;81,953;86,953;
P837JFG;14/06/2024;SI;SI;NO;SI;89,331;94,331;LAVADO DE MOTOR
P346FQY;14/06/2024;SI;SI;NO;NO;87,675;90,675;MEC VARIA ORDEN 9950
P666KCG;15/06/2024;SI;SI;NO;NO;143,165;146,165;C/A CAJA AUTO Y LAVADO DE MOTOR
P519GJF;15/06/2024;SI;SI;NO;NO;156,897;159,897;
P408KJD;15/06/2024;SI;SI;NO;NO;117,153;122,153;C/A CAJA AUTO Y C/F CABINA
P188FZL;14/06/2024;SI;NO;NO;NO;81,953;84,953;C/EMP TAPA Y REP EN DIRECC HIDRAULICA
P174BCN;15/06/2024;SI;SI;NO;NO;197,682;199,682;C/A CAJA , CATARINA Y MEC VARIA 9970
P577KJD;17/06/2024;SI;SI;NO;NO;146,092;149,092;
P851GSJ;17/06/2024;X;X;X;X;X;X;C/LIQ FRENO, DIANOST LUZ DE FRENO
P924JFH;17/06/2024;SI;SI;NO;NO;171,978;174,978;C/F CABINA
P999JKH;17/06/2024;SI;NO;NO;NO;90,652;93,625;
P867HQJ;17/06/2024;SI;SI;NO;NO;140,932;143,932;
C805BVW;17/06/2024;SI;SI;SI;SI;56,796;61,796;C/A CAJA Y CATARINAS
P574JHX;17/06/2024;SI;NO;SI;SI;131,357;136,357;C/A CAJA Y CATARINA
P267KVB;17/06/2024;SI;SI;NO;NO;78,324;81,324;C/A CAJA AUTO, FRENOS Y C/BUSH PUENTE
P722JXN;17/06/2024;SI;SI;NO;NO;175,277;178,277;FRENOS Y MEC VARIA ORDEN 9844 Y 9989
P391CRR;18/06/2024;SI;NO;NO;NO;185,256;190,256;
P326BGL;8/05/2024;SI;NO;NO;NO;162,227;167,227;
P626KJD;18/06/2024;SI;SI;NO;NO;134,712;137,712;
P897JVT;18/06/2024;X;X;X;X;X;X;DESMONT Y MONT  COMPRESOR DE A/C
P435BZD;19/06/2024;SI;SI;X;X;269,492;271,492;FRENOS TRASEROS Y MANT DELANTEROS
P240DZW;19/06/2024;SI;NO;NO;NO;73,142;76,142;
P419GHT;19/06/2024;SI;NO;NO;NO;159,765;162,765;C/F CABINA Y C/MULETA IZQUIERDA
P950BNR;20/06/2024;SI;NO;NO;NO;170,282;172,282;
P379HXY;20/06/2024;SI;NO;SI;SI;123,528;128,528;
P069JJF;20/06/2024;SI;SI;NO;NO;224,478;227,478;C/F CABINA
P701KNX;20/06/2024;SI;SI;NO;NO;199,310;202,310;C/F CABINA
P220JGP;20/06/2024;SI;SI;SI;SI;96,600;101,600;C/F CABINA Y FRENOS DELANTEROS
P478JXN;20/06/2024;SI;SI;NO;NO;137,282;139,282;C/F CABINA, FRENOS Y MEC ORD. 10012
P135FYV;21/06/2024;SI;NO;NO;NO;177,504;180,504;
P341GDJ;21/06/2024;SI;SI;NO;NO;178,373;181,373;REP. MANDO DE PUERTA DERECHA
P822JNL;21/06/2024;SI;NO;NO;NO;144.943;174,943;
P309JKC;21/06/2024;SI;NO;SI;SI;53,326;58,326;FRENOS DEL Y TRAS
P229DMQ;18/06/2024;X;X;X;X;X;X;FRENOS DEL Y C/TORN ESTAB Y HULES 1/2 LUNA
P397DQB;21/06/2024;X;X;X;X;227,527;;MEC VARIA ORDEN 9998
P132JFJ;21/06/2024;X;X;XX;X;X;XX;C/VENTILADOR Y LIMP. CUERPO ACELARACION
P181JFH;22/06/2024;SI;NO;NO;NO;171,646;174,646;
P615KLX;22/06/2024;X;X;X;X;X;X;CAMBIO TRIPOIDE DERECHO DELANTERO
P273JJF;22/06/2024;SI;NO;NO;NO;155,043;158,043;
P964KMZ;22/06/2024;SI;NO;NO;SI;368,175;370,175;C/A CAJA MEC
P602JBJ;22/06/2024;SI;SI;NO;NO;131,546;134,564;C/F CABINA, BALANCEO Y LAV MOTOR
P235FCJ;22/06/2024;X;X;XX;;X;X;MEC VARIA ORDEN 10025
P810KRH;18/06/2024;SI;SI;NO;NO;142,762;145,762;C/F CABIAN Y C/ENFRIADOR
P417FQX;24/06/2024;SI;SI;NO;NO;226,516;228,516;
P947GLR;24/06/2024;SI;SI;NO;NO;176,377;181,377;C/F CABINA
P856JXM;24/06/2024;SI;SI;NO;NO;129,250;132,250;C/PLUMILLAS
P659FFJ;24/06/2024;SI;SI;NO;SI;255,345;257,345;C/A CATARINA
P974KLC;24/06/2024;X;X;X;X;X;X;C/MANG HIDRAULICO Y FAJA ACCESORIOS
P643JJD;24/06/2024;SI;SI;NO;NO;92,044;97,044;
P491FDF;24/06/2024;SI;SI;SI;SI;139,421;144,421;
P237KMZ;24/06/2024;SI;SI;NO;NO;93,344;96,344;
P666JCX;24/06/2024;X;X;X;X;X;X;C/FLECHA LADO PILOTO
P536CDL;24/06/2024;SI;NO;NO;NO;S/F;S/F;MEC VARIA ORDEN 9948
P194KTM;25/06/2024;SI;SI;NO;SI;10,000;15,000;
P569JGZ;25/06/2024;SI;SI;NO;SI;159,120;164,120;
P784HXX;25/06/2024;SI;SI;NO;NO;146,755;149,755;
P433FLY;25/06/2024;SI;SI;NO;NO;67,705;69,705;
P696GCT;25/06/2024;SI;SI;NO;NO;159,059;162,059;SE HIZO LAVADO DE MOTOR
P753KLL;25/06/2024;SI;SI;NO;NO;30,532;35,532;
P897JVY;;;;;;;;
P897JVT;25/06/2024;X;X;X;X;X;X;C/FAJA ACCESORIOS
P371HXY;24/06/2024;SI;SI;NO;NO;129,785;132,785;C/MULETA IZQUIERDA
P358FNP;25/06/2024;X;X;X;X;X;X;MEC VARIA ORDEN 10037
C762BWJ;25/06/2024;X;X;X;X;X;X;C/A CATARINA Y MEC VARIA NO. 9975
P584HZL;26/06/2024;SI;SI;NO;NO;139,909;142,909;C/F CABINA
P220FXB;26/06/2024;SI;NO;NO;NO;128,107;133,107;C/A CAJA AUTO SIN FILTRO VoBo PROP
P577KJD;25/06/2024;X;X;X;X;146,591;156,591;C/A CAJA AUTOMATICA
P390GXT;27/06/2024;SI;NO;NO;NO;73,614;76,614;
P199KFW;27/06/2024;SI;NO;NO;NO;24,209;29,209;
P486JGB;27/06/2024;SI;SI;SI;NO;71,002;76,002;SE HIZO LAVADO DE MOTOR
P418JJF;27/06/2024;SI;NO;NO;NO;120,444;123,444;C/A CAJA AUTOMATICA
P512BRB;27/06/2024;SI;SI;NO;SI;498,942;503,942;
P413JBK;27/06/2024;SI;SI;NO;NO;145,410;148,410;C/F CABINA Y C/A CAJA AUTO
P099KWN;28/06/2024;SI;NO;NO;NO;164,641;167,641;C/A CAJA AUTO TRANSF PS 184,641
P743KNX;28/06/2024;SI;NO;NO;NO;104,747;107,747;
P123KHY;28/06/2024;SI;SI;NO;NO;142,775;145,775;LAVADO DE MOTOR
P878GSJ;28/06/2024;SI;SI;NO;NO;150,162;153,162;C/F CABINA Y C/A CAJA AUTOMATICA
P389GCT;28/06/2024;SI;SI;NO;NO;85,500;88,500;
P957DJV;28/06/2024;SI;SI;SI;SI;9,667;14,667;DESM Y MOTN BOMBA INYECCION E INYECTORES
P609GNJ;29/06/2024;X;X;X;X;X;X;C/LIQUIDO FRENOS
P554DQM;29/06/2024;X;X;X;X;153,228;173,000;C/A CAJA AUTOMATICA
P554JJD;29/06/2024;X;X;X;X;X;X;RECT DISCOS DELANTEROS
C603BYG;29/06/2024;SI;SI;SI;NO;9,775;14,775;
P718KQK;29/06/2024;SI;NO;NO;NO;67,883;70,883;FRENOS DELANTEROS Y TRASEROS
P722FPK;29/06/2024;SI;NO;SI;SI;164,022;169,022;C/A CAJA AUTOMATICA
P466KGX;29/06/2024;SI;SI;SI;SI;52,386;57,386;C/F CABINA
P060GTL;2/07/2024;SI;NO;NO;NO;146,842;148,842;
P511KQK;2/07/2024;SI;SI;NO;NO;268,568;273,568;C/F CABINA
P788CCB;2/07/2024;SI;NO;NO;NO;S/F;S/F;
C163BSM;2/07/2024;SI;NO;NO;SI;154,760;159,760;
P202JFJ;2/07/2024;SI;SI;SI;SI;80,538;83,538;LAVADO DE MOTOR
P740KBM;2/07/2024;SI;NO;SI;NO;99,123;104,123;
P903KGX;2/07/2024;SI;SI;SI;NO;60,272;70,272;C/F CABINA
P789FDJ;2/07/2024;SI;NO;NO;NO;175,724;177,724;C/MANGUERA DE RADIADOR
P712FYS;2/07/2024;SI;NO;NO;NO;82,812;85,812;
P109JXN;2/07/2024;SI;SI;NO;NO;133,169;136,169;C/A CAJA AUTOMATICA Y LAV MOTOR
P625DGV;2/07/2024;SI;NO;NO;NO;S/F;S/F;MECANICA VARIA ORDEN 10066
P543KLX;3/07/2024;SI;NO;NO;NO;121,523;124,523;
P921JDK;3/07/2024;SI;SI;SI;SI;88,033;93,033;C/F CABINA
P361JFR;3/07/2024;SI;NO;NO;NO;297,287;302,287;
P316GPP;3/07/2024;X;X;X;X;106,097;121,097;C/A SOLO A CAJA AUTOMATICA
P715FVH;3/07/2024;SI;NO;SI;SI;264,932;269,932;
P189DJN;3/07/2024;X;X;X;X;X;X;MECANICA VARIA ORDEN 10096
P358FNP;4/07/2024;X;X;X;X;X;X;C/COJINETE-RETENEDOR
P146GJL;4/07/2024;SI;SI;NO;NO;157,377;160,377;
P345CRQ;4/07/2024;SI;NO;NO;NO;182,362;184,362;
P810DZV;4/07/2024;X;X;X;X;X;X;C/A CAJA, TRANSFER Y CATARINAS
P796BWM;4/07/2024;SI;SI;NO;SI;186,931;188,931;LAVADO DE MOTOR
P921JDK;4/07/2024;X;X;X;X;X;X;FRENOS DELANTEROS, MANT TRASEROS
P547JJD;4/07/2024;SI;SI;NO;NO;86,402;89,402;
P940GQQ;4/07/2024;SI;NO;NO;NO;130,301;132,301;C/2 SHOCKS DELANTEROS
P267KTD;4/07/2024;X;X;X;X;X;X;FRENOS DEL Y TRAS, LAVADO DE MOTOR
P307GTP;5/07/2024;SI;SI;NO;NO;103,980;106,980;
P780JGX;5/07/2024;SI;SI;NO;NO;30,633;35,633;LAVADO DE MOTOR
P486FJF;5/07/2024;SI;SI;NO;NO;165,980;168,980;
P011KWN;5/07/2024;SI;NO;NO;NO;108,010;111,000;C/A CAJA AUTOMATICA
P886GYK;5/07/2024;SI;SI;NO;NO;107,395;110,395;
P470JGY;5/07/2024;SI;SI;NO;NO;127,400;130,400;FRENOS DEL Y C/ EMBULOS DEL Y MANT MORDAZAS
P918KFT;5/07/2024;SI;SI;NO;NO;129,508;132,508;
C032BWZ;4/07/2024;SI;NO;SI;SI;20,174;25,174;MEC VARIA ORDEN 10127
P272GWL;5/07/2024;X;X;X;X;69,703;79,703;C/A CAJA AUTOMATICA
P902DKF;3/07/2024;X;X;X;X;X;X;C/CANDELAS, LIMP CUERPO ACELERACION
P303KWC;6/07/2024;NO;NO;NO;NO;134,054;137,054;
P460FLQ;6/07/2024;SI;SI;NO;SI;151,083;156,083;SE HIZO FLUSHING DE CHASIS
P592GVJ;6/07/2024;SI;NO;NO;SI;59,969;64,969;
P068GNF;6/07/2024;SI;NO;NO;NO;144,713;146,713;
P337GRM;6/07/2024;SI;SI;SI;SI;164,510;169,510;C/F CABINA
P516FLQ;6/07/2024;SI;SI;NO;SI;186,467;191,467;
P140DTV;4/07/2024;SI;SI;X;X;108,748;111,748;C/BOBINAS Y CANDELAS
P876DTD;8/07/2024;SI;NO;NO;NO;157,817;160,817;
P927JBK;8/07/2024;SI;SI;NO;NO;235,881;237,881;C/F CABINA
P001FZS;8/07/2024;X;X;X;X;X;X;DIAGNOST FALLO MOTOR CALIB CUERPO ACELERACION
P483GRW;8/07/2024;SI;SI;NO;NO;149,087;151,087;C/F CABINA
P418FWR;8/07/2024;X;X;X;X;X;X;C/BOBINA
P235JLB;8/07/2024;SI;SI;NO;NO;81,000;86,000;
P550JBF;8/07/2024;SI;SI;SI;SI;36,681;41,681;LAVADO DE MOTOR
P275GCJ;8/07/2024;SI;SI;NO;NO;120,900;123,900;LAVADO DE MOTOR
P635JBJ;8/07/2024;X;X;X;X;X;X;C/BUFA Y COJINETE Y RECT DISCOS DELANTEROS
P069HXY;9/07/2024;SI;NO;NO;NO;169,433;172,433;
P186JNS;9/07/2024;SI;NO;NO;NO;94,082;99,082;C/A CAJA AUTO, C/F CABINA, ORDEN 10168
P440KPN;9/07/2024;SI;SI;SI;SI;92,914;97,914;C/F CABINA, C/A CAJA PS 122,000, FRENOS
P719CKV;9/07/2024;SI;SI;NO;NO;397,013;402,013;
P601968;9/07/2024;SI;SI;NO;NO;148,963;151,963;C/A CAJA AUTOMATICA
P597KCZ;9/07/2024;SI;NO;NO;NO;158,076;161,076;C/F CABINA
P432JXV;9/07/2024;SI;NO;NO T/A SI;SI;31,529;36,529;C/F CABINA
P626CGH;9/07/2024;SI;SI;NO;NO;239,048;242,048;C/F CABINA
P393JJF;9/07/2024;SI;SI;SI;SI;79,353;84,353;FRENOS TRASEROS, FLUSHING Y LAV MOTOR
P367FNC;9/07/2024;X;X;X;X;X;X;MEC VARIA ORDEN 10065
P423BLT;10/07/2024;SI;NO;NO;SI;S/F;S/F;LAVADO DE MOTOR
P909JQS;10/07/2024;SI;SI;NO;NO;134,201;137,201;
P691KLX;10/07/2024;SI;SI;NO;NO;215,057;218,057;LAVADO DE MOTOR
P966CMC;10/07/2024;SI;SI;NO;NO;223,398;226,398;C/F CABINA Y LAV MOTOR
P455JWF;10/07/2024;SI;SI;NO;NO;123,896;126,896;C/F CABINA, LAVADO DE MOTOR
P435JTG;10/07/2024;SI;SI;NO;SI;100,631;105,600;LAVADO DE MOTOR
C038BRY;11/07/2024;SI;SI;NO;NO;103,205;108,205;
P977GCH;11/07/2024;SI;NO;NO;NO;S/F;S/F;
P619JHJ;11/07/2024;SI;NO;NO;NO;107,182;112,182;
P418FWR;11/07/2024;X;X;X;X;52,500;62,500;C/A CAJA AUTO Y FILTRO ENFRIADOR
P771KNY;11/07/2024;SI;SI;NO;NO;70,956;73,956;C/F CABINA Y LAV MOTOR
P003HXY;11/07/2024;SI;NO;NO;NO;74,074;77,074;
P021KWN;12/07/2024;SI;SI;NO;SI;121,705;126,705;FLUSHING DE CHASIS Y LAV MOTOR
P024FCF;12/07/2024;SI;SI;NO;SI;156,890;161,890;C/F CABINA
P590KNX;12/07/2024;SI;SI;NO;NO;165,360;168,360;
P155JYV;12/07/2024;SI;SI;NO;NO;46,700;51,700;C/F CABINA
P461HYZ;12/07/2024;SI;SI;NO;NO;94,711;97,711;LAVADO DE MOTOR
P323KCY;12/07/2024;SI;SI;NO;SI;20,036;25,036;
P117FMH;12/07/2024;SI;SI;NO;SI;196,511;201,511;
P305FQC;12/07/2024;SI;SI;NO;SI;106,408;110,408;LAVADO DE MOTOR
P729DQC;12/07/2024;SI;SI;NO;NO;283,226;285,226;C/F CABINA, MEC VARIA NO 10191
P940JZJ;12/07/2024;SI;SI;NO;NO;145,985;147,985;C/F CABINA
P856JGX;12/07/2024;X;X;X;X;92,259;102,259;C/A CAJA AUTOMATICA
P019KBM;12/07/2024;SI;SI;NO;NO;162,362;165,362;
P188JNM;12/07/2024;SI;NO;SI;SI;85,758;90,758;LAVADO DE MOTOR
P705JZH;11/07/2024;X;X;X;X;101,652;111,652;C/A CAJA AUTO Y C/F ENFRIADOR
P255GCX;12/07/2024;X;X;X;X;X;X;MEC VARIA ORDEN 10170
P097JXN;12/07/2024;X;X;X;X;X;X;FRENOS Y MEC VARIA 10108
P367FNC;13/07/2024;SI;SI;SI;NO;385,730;390,730;C/F CABINA, REPARACION DE CARTER
P706HZK;13/07/2024;SI;SI;NO;NO;132,378;137,378;SE HIZO LAVADO DE MOTOR
P714JGF;13/07/2024;X;X;X;X;X;X;FRENOS DELANTEROS Y TRASEROS
P810KRH;13/07/2024;X;X;X;X;X;X;C/TAPON RADIADOR
P132JFJ;13/07/2024;X;X;X;X;X;X;C/2 AMOR TRAS Y  MANT MORDAZA TRAS IZQ
P460FLQ;13/07/2024;X;X;X;X;X;X;REP FUGAS DE REFRIGERANTE
C560BSN;15/07/2024;SI;NO;SI;NO;261,947;266,947;
P473JGX;15/07/2024;SI;SI;NO;NO;57,093;60,093;
P540JMG;15/07/2024;SI;NO;NO;NO;89,206;94,206;
P475KTG;15/07/2024;SI;NO;NO;NO;139,127;142,127;
P145FZT;15/07/2024;SI;SI;SI;SI;94,627;99,627;
P424KBH;15/07/2024;SI;SI;NO;SI;56,585;61,585;C/F CABINA
P117FMH;15/07/2024;X;X;X;X;X;X;C/ROTULAS SUPERIORES  E INFERIORES
P776KND;15/07/2024;SI;NO;NO;NO;18,873;23,873;
P618JGV;15/07/2024;SI;SI;NO;NO;127,028;130,028;
P385FZR;2/05/2025;SI;NO;NO;NO;197,837;202,837;
P452JGZ;16/07/2024;SI;SI;NO;NO;38,329;43,329;
P977GCH;16/07/2024;X;X;X;X;X;X;C/EMP TAPA VALVULAS
P001FZS;16/07/2024;X;X;X;X;141,922;171,922;C/A CAJA AUTO CON TRANSFUSION
P478FWG;17/07/2024;SI;SI;NO;SI;308,573;310,573;
P660KRF;17/07/2024;SI;NO;NO;NO;2,600;7,600;
P745HXX;17/07/2024;SI;SI;NO;NO;224,242;227,242;
P696DYH;17/07/2024;SI;NO;NO;SI;S/F;S/F;LAVADO DE MOTOR
P521KJD;17/07/2024;SI;SI;NO;NO;131,335;134,335;C/F CABINA
P139FPL;17/07/2024;SI;SI;NO;NO;87,255;89,255;
P267KTD;17/07/2024;X;X;X;X;X;X;C/A CATARIA Y TRANSFER
P153GHH;17/07/2024;SI;NO;NO;NO;127,508;132,508;C/F CABINA Y FRENOS DEL Y TRAS
P780KLW;17/07/2024;SI;SI;NO;NO;174,327;177,327;MEC VARIA ORDEN 10139
p745hxx;18/07/2024;x;x;x;x;x;x;C/ 2 TERM DE DIRECCION
P165DDF;18/07/2024;X;X;X;X;160,042;170,000;C/A CAJA AUTOMATICA
P902DKF;16/07/2024;X;X;X;X;X;X;REPARACION DE FALLO
P202JNM;19/07/2024;SI;SI;NO;NO;98,692;100,692;
P109BGK;19/07/2024;SI;SI;SI;SI;388,889;393,889;C/A CAJA MEC
P378JFH;19/07/2024;SI;SI;NO;NO;173,031;176,031;
P072GCG;20/07/2024;SI;NO;NO;NO;211,773;214,773;C/A CAJA AUTO
P474HZL;20/07/2024;X;X;X;X;X;X;C/EMP TAPA DE VALVULAS
P051GXP;20/07/2024;SI;SI;NO;SI;113,644;118,644;FLUSHING DE CHASIS
P228GHB;20/07/2024;X;X;X;X;151,627;161,627;C/A CAJA AUTO
P019KBM;20/07/2024;X;X;X;X;X;X;C/ AMORTIGUADOR
P370JMR;20/07/2024;SI;NO;NO;NO;107,145;110,145;
P342GBD;20/07/2024;SI;SI;NO;NO;186,432;191,432;C/F CABINA
P125JNM;20/07/2024;SI;SI;NO;NO;158,190;161,190;C/REFRIGERANTE Y FRENO DER DEL
P180JGZ;20/07/2024;X;X;X;X;116,304;126,304;C/A CAJA Y DIAGNOSTICO DE FALLO EN CAJA
C163BSM;20/07/2024;X;X;X;X;X;X;FRENOS DEL Y TRAS C/8 BOMBAS AUX FRENO
P305FKP;20/07/2024;X;X;X;X;X;X;FRENOS Y MEC VARIA ORDEN 10220
P122JRN;22/07/2024;SI;SI;SI;NO;30,405;35,405;C/F CABINA
P566JCJ;23/07/2024;SI;SI;NO;SI;124,000;129,000;BALANCEO Y MANT FRENOS
P455JHL;23/07/2024;X;X;X;X;X;X;REP SISTEMA DE EVAP
P431GYW;23/07/2024;SI;SI;NO;NO;172,073;175,073;C/F CABINA Y LAV MOTOR
P298FGF;23/07/2024;X;X;X;X;X;X;C/CREMALLERA
P536CDL;23/07/2024;SI;NO;NO;SI;164,564;167,564;
P539DYQ;23/07/2024;SI;SI;NO;NO;213,629;218,629;
P104FTV;23/07/2024;SI;SI;SI;SI;197,845;202,845;C/F CABINA
P034HXY;24/07/2024;SI;SI;NO;NO;210,282;213,282;LAVADO DE MOTOR
P760FLH;24/07/2024;SI;SI;SI;SI;120,424;125,424;C/F CABINA Y LAV MOTOR
P760JCX;24/07/2024;SI;SI;NO;NO;134,019;137,019;
P728JCX;24/07/2024;X;X;X;X;X;X;MEC VARIA ORDEN  10242
P730JBJ;24/07/2024;X;X;X;X;184,854;194,854;REPARACION CAJA CVT
P730JBJ;24/07/2024;X;X;X;X;X;X;C/2 COJINETE RUEDA DEL Y 1 ROTULA
C766BVM;25/07/2024;SI;SI;SI;SI;69,315;74,315;C/A CAJA Y CATARINAS
P162KGT;25/07/2024;SI;NO;NO;NO;56,555;59,555;
P919FNH;25/07/2024;SI;NO;NO;NO;174,854;176,854;
P422GHY;25/07/2024;SI;NO;NO;NO;229,800;232,800;C/A CAJA AUTOMATICA
P684JRK;25/07/2024;SI;SI;SI;NO;54,857;59,857;C/FAJA Y POLEA CIGÜEÑAL
P696GCT;25/07/2024;SI;NO;NO;NO;X;X;C/EMP TAPA VAL, TENSORES Y FAJA TIEMPO
P939FWH;26/07/2024;SI;SI;NO;NO;67,918;72,918;C/F CABINA
P566JJD;26/07/2024;X;X;X;X;183,485;193,485;C/A CAJA AUTOMATICA
P410JHB;26/07/2024;SI;NO;NO;NO;27,910;30,910;
P460FLQ;26/07/2024;X;X;X;X;X;X;C/COJINETE CARDAN
P667KNX;26/07/2024;X;X;X;X;97,062;102,062;REPARACION TRANSMISION CVT
P608FJH;27/07/2024;SI;SI;SI;SI;197,220;202,220;C/F CABINA Y LAV MOTOR
P328KNP;27/07/2024;SI;SI;NO;NO;164,465;169,465;
P259KBZ;27/07/2024;SI;SI;SI;SI;30,080;35,080;LAVADO DE MOTOR
P760DCW;27/07/2024;SI;NO;NO;NO;230,693;233,693;
P052FKG;27/07/2024;SI;SI;NO;NO;142,421;147,421;LAVADO DE MOTOR
P528GTC;27/07/2024;X;X;X;X;280,237;295,237;C/A CAJA AUTOMATICA
P608JGX;27/07/2024;SI;SI;NO;NO;36,348;39,348;MANTENIMIENTO DE FRENOS
P664CXK;27/07/2024;SI;SI;NO;NO;194,808;197,808;
CRG131;27/07/2024;SI;SI;NO;NO;297,088;302,088;
P250JBK;27/07/2024;SI;SI;NO;NO;101,025;104,025;C/2 AMORTIGUADORES
P628JBJ;27/07/2024;X;X;X;X;X;X;C/TRANSMISION Y C/ESPIGA
P302GYW;29/07/2027;SI;SI;NO;NO;134,433;137,433;SE HIZO LAVADO DE MOTOR
C603BYG;29/07/2024;X;X;X;X;X;X;FRENOS DEL, MANT FRENOS TRAS, ENGRASE COJINETE
P367JSD;29/07/2024;SI;NO;NO;NO;159,302;164,302;C/F CABINA
P069KWN;29/07/2024;SI;SI;NO;NO;161,399;164,399;
